payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
1, 2690, 0, 0.000000, 26144, 34833, 0.750553, 9.718959, 12.949071, 699.307000, 0.259965, 3.846665, 0.020076, 37.385583, 49.810741, 7.690471, 23.077132
1, 2690, 0, 0.000000, 27509, 35676, 0.771079, 10.226394, 13.262454, 698.897000, 0.259813, 3.848922, 0.019590, 39.360592, 51.046148, 7.694982, 23.090670
1, 2690, 0, 0.000000, 28979, 36547, 0.792924, 10.772862, 13.586245, 698.650000, 0.259721, 3.850283, 0.019116, 41.478566, 52.310885, 7.697703, 23.098833
1, 2690, 2, 0.000743, 26398, 35062, 0.752895, 9.806092, 13.024517, 699.528000, 0.259854, 3.848309, 0.019951, 37.736874, 50.122368, 7.688041, 23.069841
1, 2690, 2, 0.000743, 28572, 36344, 0.786155, 10.613670, 13.500743, 698.439000, 0.259450, 3.854309, 0.019217, 40.908369, 52.036040, 7.700028, 23.105812
10, 360, 0, 0.000000, 1372, 3064, 0.447781, 3.811111, 8.511111, 96.274000, 0.267428, 3.739327, 0.031421, 14.250992, 31.825830, 55.861396, 70.818705
10, 360, 0, 0.000000, 1387, 3045, 0.455501, 3.852778, 8.458333, 95.178000, 0.264383, 3.782387, 0.031257, 14.572695, 31.992687, 56.504654, 71.634201
10, 360, 0, 0.000000, 1408, 3088, 0.455959, 3.911111, 8.577778, 97.068000, 0.269633, 3.708740, 0.031434, 14.505295, 31.812750, 55.404459, 70.239420
10, 360, 0, 0.000000, 1431, 3099, 0.461762, 3.975000, 8.608333, 96.128000, 0.267022, 3.745007, 0.031019, 14.886401, 32.238266, 55.946238, 70.926265
10, 360, 1, 0.002770, 1414, 3092, 0.457309, 3.916898, 8.565097, 96.908000, 0.268443, 3.725183, 0.031342, 14.591159, 31.906551, 55.495934, 70.355389
11, 360, 0, 0.000000, 1588, 3211, 0.494550, 4.411111, 8.919444, 97.148000, 0.269856, 3.705686, 0.030255, 16.346193, 33.052662, 55.358834, 70.181579
11, 360, 0, 0.000000, 1606, 3242, 0.495373, 4.461111, 9.005556, 97.858000, 0.271828, 3.678800, 0.030184, 16.411535, 33.129637, 54.957183, 69.672382
11, 361, 2, 0.005510, 1578, 3265, 0.483308, 4.347107, 8.994490, 101.387000, 0.279303, 3.580341, 0.031053, 15.564126, 32.203340, 53.044276, 67.286733
11, 361, 2, 0.005510, 1578, 3265, 0.483308, 4.347107, 8.994490, 101.387000, 0.279303, 3.580341, 0.031053, 15.564126, 32.203340, 53.044276, 67.286733
11, 361, 3, 0.008242, 1513, 3271, 0.462550, 4.156593, 8.986264, 104.555000, 0.287239, 3.481421, 0.031964, 14.470853, 31.284970, 51.437043, 65.247956
12, 360, 1, 0.002770, 1814, 3590, 0.505292, 5.024931, 9.944598, 105.449000, 0.292102, 3.423456, 0.029373, 17.202629, 34.044894, 51.000958, 64.656848
12, 361, 2, 0.005510, 1760, 3513, 0.500996, 4.848485, 9.677686, 104.718000, 0.288479, 3.466453, 0.029809, 16.807044, 33.547241, 51.356978, 65.146393
12, 361, 2, 0.005510, 1809, 3469, 0.521476, 4.983471, 9.556474, 100.399000, 0.276581, 3.615574, 0.028942, 18.018108, 34.552137, 53.566271, 67.948884
12, 361, 3, 0.008242, 1720, 3527, 0.487667, 4.725275, 9.689560, 106.328000, 0.292110, 3.423369, 0.030147, 16.176360, 33.170943, 50.579339, 64.159958
12, 365, 11, 0.029255, 1829, 3734, 0.489823, 4.864362, 9.930851, 118.870000, 0.316144, 3.163119, 0.031834, 15.386557, 31.412467, 45.242702, 57.525027
13, 364, 12, 0.031915, 1874, 3840, 0.488021, 4.984043, 10.212766, 119.440000, 0.317660, 3.148024, 0.031104, 15.689886, 32.150033, 45.026792, 57.217013
13, 366, 12, 0.031746, 2025, 3891, 0.520432, 5.357143, 10.293651, 117.379000, 0.310526, 3.220338, 0.030167, 17.251808, 33.149030, 45.817395, 58.289813
13, 367, 15, 0.039267, 1966, 3913, 0.502428, 5.146597, 10.243455, 119.019000, 0.311568, 3.209572, 0.030416, 16.518371, 32.877104, 45.186063, 57.520228
13, 367, 21, 0.054124, 2000, 4096, 0.488281, 5.154639, 10.556701, 125.678000, 0.323912, 3.087255, 0.030683, 15.913684, 32.591225, 42.791897, 54.472541
13, 373, 31, 0.076733, 1902, 4293, 0.443047, 4.707921, 10.626238, 142.589000, 0.352943, 2.833318, 0.033214, 13.339037, 30.107512, 37.716794, 48.180435
14, 378, 44, 0.104265, 2221, 4541, 0.489099, 5.263033, 10.760664, 147.489000, 0.349500, 2.861230, 0.032479, 15.058750, 30.788737, 36.463736, 46.715348
14, 379, 46, 0.108235, 2339, 4642, 0.503878, 5.503529, 10.922353, 150.200000, 0.353412, 2.829561, 0.032357, 15.572570, 30.905459, 35.805593, 45.898802
14, 379, 54, 0.124711, 2281, 4742, 0.481021, 5.267898, 10.951501, 154.516000, 0.356850, 2.802299, 0.032585, 14.762225, 30.689378, 34.805457, 44.616739
14, 380, 52, 0.120370, 2249, 4658, 0.482825, 5.206019, 10.782407, 158.656000, 0.367259, 2.722872, 0.034061, 14.175323, 29.359117, 33.897237, 43.477713
14, 390, 68, 0.148472, 2361, 4912, 0.480660, 5.155022, 10.724891, 171.340000, 0.374105, 2.673048, 0.034882, 13.779619, 28.668145, 31.387884, 40.492588
15, 394, 124, 0.239382, 2498, 5952, 0.419691, 4.822394, 11.490347, 233.933000, 0.451608, 2.214309, 0.039303, 10.678271, 25.443182, 22.989488, 29.726460
15, 394, 124, 0.239382, 2498, 5952, 0.419691, 4.822394, 11.490347, 233.933000, 0.451608, 2.214309, 0.039303, 10.678271, 25.443182, 22.989488, 29.726460
