payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
1, 2690, 0, 0.000000, 34665, 39245, 0.883297, 12.886617, 14.589219, 696.838000, 0.259048, 3.860295, 0.017756, 49.746139, 56.318685, 7.717719, 23.158898
1, 2690, 0, 0.000000, 34693, 39213, 0.884732, 12.897026, 14.577323, 696.088000, 0.258769, 3.864454, 0.017751, 49.839963, 56.333395, 7.726035, 23.183850
1, 2690, 0, 0.000000, 34786, 39230, 0.886719, 12.931599, 14.583643, 695.908000, 0.258702, 3.865453, 0.017739, 49.986492, 56.372394, 7.728033, 23.189847
1, 2690, 0, 0.000000, 34890, 39419, 0.885106, 12.970260, 14.653903, 696.954000, 0.259091, 3.859652, 0.017681, 50.060693, 56.558969, 7.716435, 23.155043
1, 2690, 2, 0.000743, 34726, 39274, 0.884198, 12.899703, 14.589153, 696.958000, 0.258900, 3.862500, 0.017746, 49.825097, 56.350598, 7.716390, 23.154910
10, 360, 0, 0.000000, 2798, 3750, 0.746133, 7.772222, 10.416667, 94.049000, 0.261247, 3.827792, 0.025080, 29.750449, 39.872832, 57.182958, 72.494125
10, 360, 0, 0.000000, 2856, 3782, 0.755156, 7.933333, 10.505556, 94.558000, 0.262661, 3.807187, 0.025002, 30.203685, 39.996616, 56.875145, 72.103894
10, 360, 0, 0.000000, 2862, 3758, 0.761575, 7.950000, 10.438889, 93.454000, 0.259594, 3.852163, 0.024868, 30.624692, 40.212297, 57.547028, 72.955679
10, 363, 4, 0.010899, 2913, 3837, 0.759187, 7.937330, 10.455041, 98.744000, 0.269057, 3.716682, 0.025735, 29.500527, 38.858057, 54.464069, 69.168760
10, 364, 5, 0.013550, 2912, 3870, 0.752455, 7.891599, 10.487805, 102.079000, 0.276637, 3.614847, 0.026377, 28.526925, 37.911813, 52.684685, 66.948148
11, 360, 0, 0.000000, 2902, 3839, 0.755926, 8.061111, 10.663889, 95.108000, 0.264189, 3.785171, 0.024774, 30.512680, 40.364638, 56.546242, 71.686924
11, 362, 3, 0.008219, 2929, 3881, 0.754702, 8.024658, 10.632877, 96.258000, 0.263721, 3.791893, 0.024802, 30.428640, 40.318727, 55.870681, 70.913586
11, 362, 3, 0.008219, 3021, 3938, 0.767141, 8.276712, 10.789041, 98.008000, 0.268515, 3.724186, 0.024888, 30.824014, 40.180393, 54.873072, 69.647376
11, 364, 5, 0.013550, 2978, 3938, 0.756221, 8.070461, 10.672087, 102.888000, 0.278829, 3.586424, 0.026127, 28.944095, 38.274629, 52.270430, 66.421740
11, 369, 13, 0.034031, 3072, 4074, 0.754050, 8.041885, 10.664921, 108.028000, 0.282796, 3.536120, 0.026516, 28.437072, 37.712445, 49.783389, 63.446514
12, 360, 0, 0.000000, 3006, 3900, 0.770769, 8.350000, 10.833333, 94.798000, 0.263328, 3.797548, 0.024307, 31.709530, 41.140108, 56.731155, 71.921349
12, 360, 0, 0.000000, 3085, 3967, 0.777666, 8.569444, 11.019444, 95.748000, 0.265967, 3.759870, 0.024136, 32.219994, 41.431675, 56.168275, 71.207754
12, 362, 3, 0.008219, 3055, 3986, 0.766433, 8.369863, 10.920548, 102.018000, 0.279501, 3.577800, 0.025594, 29.945696, 39.071536, 52.716187, 66.909761
12, 368, 9, 0.023873, 3149, 4071, 0.773520, 8.352785, 10.798408, 115.305000, 0.305849, 3.269589, 0.028324, 27.310177, 35.306361, 46.641516, 59.407658
12, 371, 13, 0.033854, 3154, 4095, 0.770208, 8.213542, 10.664062, 119.409000, 0.310961, 3.215838, 0.029160, 26.413419, 34.293897, 45.038481, 57.466355
13, 363, 4, 0.010899, 3091, 3982, 0.776243, 8.422343, 10.850136, 101.989000, 0.277899, 3.598427, 0.025613, 30.307190, 39.043426, 52.731177, 66.968006
13, 366, 8, 0.021390, 3180, 4058, 0.783637, 8.502674, 10.850267, 107.878000, 0.288444, 3.466879, 0.026584, 29.477743, 37.616567, 49.852611, 63.423497
13, 366, 8, 0.021390, 3198, 4071, 0.785556, 8.550802, 10.885027, 107.128000, 0.286439, 3.491151, 0.026315, 29.852139, 38.001270, 50.201628, 63.867523
13, 369, 11, 0.028947, 3252, 4136, 0.786267, 8.557895, 10.884211, 115.436000, 0.303779, 3.291867, 0.027910, 28.171454, 35.829377, 46.588586, 59.374892
13, 379, 24, 0.059553, 3309, 4321, 0.765795, 8.210918, 10.722084, 140.129000, 0.347715, 2.875921, 0.032430, 23.613956, 30.835873, 38.378922, 49.197525
14, 363, 6, 0.016260, 3152, 4009, 0.786231, 8.542005, 10.864499, 98.877000, 0.267959, 3.731909, 0.024664, 31.877990, 40.545324, 54.390809, 69.075720
14, 365, 8, 0.021448, 3153, 4020, 0.784328, 8.453083, 10.777480, 104.578000, 0.280370, 3.566716, 0.026014, 30.149745, 38.440207, 51.425730, 65.386601
14, 366, 10, 0.026596, 3140, 4051, 0.775117, 8.351064, 10.773936, 103.858000, 0.276218, 3.620328, 0.025638, 30.233588, 39.005180, 51.782241, 65.878411
14, 376, 20, 0.050505, 3294, 4254, 0.774330, 8.318182, 10.742424, 138.480000, 0.349697, 2.859619, 0.032553, 23.786828, 30.719237, 38.835933, 49.696707
14, 376, 23, 0.057644, 3300, 4281, 0.770848, 8.270677, 10.729323, 126.099000, 0.316038, 3.164181, 0.029456, 26.169914, 33.949516, 42.649030, 54.576166
15, 368, 11, 0.029024, 3241, 4096, 0.791260, 8.551451, 10.807388, 116.889000, 0.308414, 3.242392, 0.028537, 27.727160, 35.041792, 46.009462, 58.602606
15, 369, 14, 0.036554, 3242, 4068, 0.796952, 8.464752, 10.621410, 109.344000, 0.285493, 3.502707, 0.026879, 29.649546, 37.203687, 49.184226, 62.682909
15, 373, 18, 0.046036, 3343, 4208, 0.794439, 8.549872, 10.762148, 125.909000, 0.322018, 3.105417, 0.029921, 26.550922, 33.420963, 42.713388, 54.563216
15, 384, 34, 0.081340, 3453, 4447, 0.776479, 8.260766, 10.638756, 149.586000, 0.357861, 2.794379, 0.033638, 23.083711, 29.728718, 35.952562, 46.220903
15, 387, 34, 0.080760, 3431, 4413, 0.777476, 8.149644, 10.482185, 158.531000, 0.376558, 2.655632, 0.035924, 21.642455, 27.836827, 33.923964, 43.688616
16, 194, 0, 0.000000, 1065, 1632, 0.652574, 5.489691, 8.412371, 52.076000, 0.268433, 3.725325, 0.031909, 20.450879, 31.338813, 103.272141, 118.173439
16, 194, 0, 0.000000, 1067, 1633, 0.653399, 5.500000, 8.417526, 52.366000, 0.269928, 3.704694, 0.032067, 20.375816, 31.184356, 102.700225, 117.519001
16, 194, 0, 0.000000, 1091, 1628, 0.670147, 5.623711, 8.391753, 51.337000, 0.264624, 3.778951, 0.031534, 21.251729, 31.712021, 104.758751, 119.874554
16, 194, 0, 0.000000, 1107, 1655, 0.668882, 5.706186, 8.530928, 52.916000, 0.272763, 3.666188, 0.031973, 20.919949, 31.275985, 101.632776, 116.297528
16, 194, 0, 0.000000, 1110, 1654, 0.671100, 5.721649, 8.525773, 52.646000, 0.271371, 3.684990, 0.031830, 21.084223, 31.417392, 102.154010, 116.893971
2, 1359, 0, 0.000000, 16112, 18937, 0.850821, 11.855776, 13.934511, 352.256000, 0.259202, 3.857990, 0.018601, 45.739462, 53.759198, 15.267306, 30.699264
2, 1359, 0, 0.000000, 16213, 18942, 0.855929, 11.930096, 13.938190, 352.036000, 0.259040, 3.860401, 0.018585, 46.054949, 53.806997, 15.276847, 30.718449
2, 1359, 0, 0.000000, 16327, 19000, 0.859316, 12.013981, 13.980868, 351.906000, 0.258945, 3.861827, 0.018521, 46.395913, 53.991691, 15.282490, 30.729797
2, 1364, 1, 0.000733, 16307, 19069, 0.855158, 11.946520, 13.969963, 353.978000, 0.259325, 3.856172, 0.018563, 46.067835, 53.870580, 15.193035, 30.606422
2, 1365, 1, 0.000732, 16379, 19113, 0.856956, 11.990483, 13.991947, 353.946000, 0.259111, 3.859346, 0.018519, 46.275421, 53.999763, 15.194408, 30.620490
3, 1025, 0, 0.000000, 11598, 13788, 0.841166, 11.315122, 13.451707, 265.854000, 0.259370, 3.855500, 0.019282, 43.625449, 51.863053, 20.229148, 35.651147
3, 1025, 0, 0.000000, 11609, 13779, 0.842514, 11.325854, 13.442927, 265.263000, 0.258793, 3.864090, 0.019251, 43.764113, 51.944674, 20.274218, 35.730577
3, 1025, 0, 0.000000, 11694, 13853, 0.844149, 11.408780, 13.515122, 265.713000, 0.259232, 3.857546, 0.019181, 44.009890, 52.135199, 20.239883, 35.670065
3, 1027, 1, 0.000973, 11672, 13864, 0.841893, 11.354086, 13.486381, 266.843000, 0.259575, 3.852453, 0.019247, 43.741076, 51.955644, 20.154173, 35.548993
3, 1029, 1, 0.000971, 11650, 13850, 0.841155, 11.310680, 13.446602, 267.394000, 0.259606, 3.851994, 0.019306, 43.568666, 51.796226, 20.112643, 35.505658
4, 694, 0, 0.000000, 6883, 8578, 0.802401, 9.917867, 12.360231, 180.261000, 0.259742, 3.849973, 0.021014, 38.183523, 47.586555, 29.834518, 45.234410
4, 694, 0, 0.000000, 7051, 8709, 0.809622, 10.159942, 12.548991, 180.231000, 0.259699, 3.850614, 0.020695, 39.122016, 48.321321, 29.839484, 45.241940
4, 694, 0, 0.000000, 7169, 8758, 0.818566, 10.329971, 12.619597, 180.540000, 0.260144, 3.844023, 0.020614, 39.708652, 48.510025, 29.788413, 45.164506
4, 694, 0, 0.000000, 7180, 8773, 0.818420, 10.345821, 12.641210, 180.011000, 0.259382, 3.855320, 0.020519, 39.886451, 48.735911, 29.875952, 45.297232
4, 694, 0, 0.000000, 7193, 8795, 0.817851, 10.364553, 12.672911, 180.701000, 0.260376, 3.840599, 0.020546, 39.806089, 48.671562, 29.761872, 45.124266
5, 692, 0, 0.000000, 6956, 8534, 0.815093, 10.052023, 12.332370, 180.102000, 0.260263, 3.842267, 0.021104, 38.622558, 47.384260, 29.860857, 45.229925
5, 692, 0, 0.000000, 6998, 8524, 0.820976, 10.112717, 12.317919, 179.840000, 0.259884, 3.847865, 0.021098, 38.912367, 47.397687, 29.904359, 45.295819
5, 692, 0, 0.000000, 7095, 8624, 0.822704, 10.252890, 12.462428, 179.710000, 0.259697, 3.850648, 0.020838, 39.480274, 47.988426, 29.925992, 45.328585
5, 697, 6, 0.008535, 7141, 8720, 0.818922, 10.157895, 12.403983, 190.253000, 0.270630, 3.695080, 0.021818, 37.534231, 45.833706, 28.267623, 42.921794
5, 700, 10, 0.014085, 7144, 8709, 0.820301, 10.061972, 12.266197, 196.291000, 0.276466, 3.617079, 0.022539, 36.394944, 44.367801, 27.398098, 41.662634
6, 527, 0, 0.000000, 4804, 6131, 0.783559, 9.115750, 11.633776, 137.050000, 0.260057, 3.845312, 0.022354, 35.052900, 44.735498, 39.241153, 54.622401
6, 527, 0, 0.000000, 4838, 6143, 0.787563, 9.180266, 11.656546, 137.031000, 0.260021, 3.845845, 0.022307, 35.305880, 44.829272, 39.246594, 54.629974
6, 527, 0, 0.000000, 4856, 6174, 0.786524, 9.214421, 11.715370, 137.815000, 0.261509, 3.823967, 0.022322, 35.235642, 44.799187, 39.023328, 54.319196
6, 529, 3, 0.005639, 4839, 6169, 0.784406, 9.095865, 11.595865, 139.169000, 0.261596, 3.822690, 0.022559, 34.770675, 44.327400, 38.643663, 53.848199
6, 532, 6, 0.011152, 4974, 6283, 0.791660, 9.245353, 11.678439, 147.770000, 0.274665, 3.640793, 0.023519, 33.660418, 42.518779, 36.394397, 50.795155
7, 526, 0, 0.000000, 4979, 6163, 0.807886, 9.465779, 11.716730, 136.389000, 0.259295, 3.856616, 0.022130, 36.505877, 45.186929, 39.431332, 54.857796
7, 526, 0, 0.000000, 5032, 6192, 0.812661, 9.566540, 11.771863, 136.679000, 0.259846, 3.848433, 0.022073, 36.816190, 45.303229, 39.347669, 54.741401
7, 526, 0, 0.000000, 5103, 6244, 0.817265, 9.701521, 11.870722, 136.750000, 0.259981, 3.846435, 0.021901, 37.316271, 45.659963, 39.327239, 54.712980
7, 528, 3, 0.005650, 5035, 6241, 0.806762, 9.482109, 11.753296, 139.720000, 0.263126, 3.800458, 0.022387, 36.036358, 44.667907, 38.491268, 53.607214
7, 529, 4, 0.007505, 5042, 6226, 0.809830, 9.459662, 11.681051, 141.458000, 0.265400, 3.767903, 0.022721, 35.643088, 44.013064, 38.018352, 52.976855
8, 361, 0, 0.000000, 2793, 3734, 0.747991, 7.736842, 10.343490, 94.458000, 0.261657, 3.821804, 0.025297, 29.568697, 39.530797, 56.935358, 72.222575
8, 361, 0, 0.000000, 2801, 3729, 0.751140, 7.759003, 10.329640, 94.298000, 0.261213, 3.828289, 0.025288, 29.703705, 39.544847, 57.031963, 72.345119
8, 361, 0, 0.000000, 2813, 3739, 0.752340, 7.792244, 10.357341, 94.268000, 0.261130, 3.829507, 0.025212, 29.840455, 39.663513, 57.050112, 72.368142
8, 361, 0, 0.000000, 2822, 3746, 0.753337, 7.817175, 10.376731, 94.504000, 0.261784, 3.819944, 0.025228, 29.861170, 39.638534, 56.907644, 72.187421
8, 361, 0, 0.000000, 2851, 3726, 0.765164, 7.897507, 10.321330, 93.698000, 0.259551, 3.852804, 0.025147, 30.427544, 39.766057, 57.397170, 72.808384
9, 360, 0, 0.000000, 2823, 3734, 0.756026, 7.841667, 10.372222, 93.968000, 0.261022, 3.831091, 0.025166, 30.042142, 39.736932, 57.232249, 72.556615
9, 360, 0, 0.000000, 2857, 3749, 0.762070, 7.936111, 10.413889, 93.710000, 0.260306, 3.841639, 0.024996, 30.487675, 40.006403, 57.389820, 72.756376
9, 360, 0, 0.000000, 2868, 3754, 0.763985, 7.966667, 10.427778, 93.894000, 0.260817, 3.834111, 0.025012, 30.545083, 39.981255, 57.277355, 72.613799
9, 360, 0, 0.000000, 2893, 3776, 0.766155, 8.036111, 10.488889, 94.339000, 0.262053, 3.816025, 0.024984, 30.666002, 40.025864, 57.007176, 72.271277
