payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
4,641,0,0,7019,8256,0.85017,10.950078,12.879875,166.79,0.260203,3.843156,0.020202,42.082859,49.49937,30.697284,46.069908
4,641,0,0,7037,8275,0.850393,10.978159,12.909516,166.43,0.259641,3.851469,0.020112,42.28204,49.720603,30.763684,46.169561
4,641,0,0,6948,8238,0.843409,10.839314,12.851794,166.42,0.259626,3.851701,0.020202,41.74979,49.501262,30.765533,46.172335
4,641,0,0,7088,8295,0.854491,11.057722,12.940718,166.611,0.259924,3.847285,0.020086,42.542209,49.786629,30.730264,46.119404
4,641,0,0,7068,8296,0.851977,11.026521,12.942278,166.3,0.259438,3.85448,0.020046,42.501503,49.885749,30.787733,46.205652
5,513,0,0,5244,6277,0.835431,10.222222,12.235867,133.559,0.260349,3.840999,0.021278,39.263546,46.997956,38.335118,53.699114
5,513,0,0,5223,6255,0.835012,10.181287,12.192982,133.41,0.260058,3.845289,0.021329,39.149989,46.885541,38.377933,53.759089
5,513,0,0,5206,6246,0.833493,10.148148,12.175439,133.329,0.259901,3.847625,0.021346,39.046269,46.846523,38.401248,53.791748
5,513,0,0,5205,6245,0.833467,10.146199,12.173489,133.149,0.25955,3.852827,0.021321,39.091544,46.902342,38.453161,53.864468
5,513,0,0,5248,6251,0.839546,10.230019,12.185185,133.429,0.260096,3.844741,0.021345,39.331779,46.848886,38.372468,53.751433
6,428,0,0,4004,4935,0.811348,9.35514,11.530374,111.598,0.260743,3.835194,0.022614,35.878779,44.221223,45.878958,61.219735
6,428,0,0,4026,4948,0.813662,9.406542,11.560748,111.648,0.26086,3.833477,0.022564,36.059759,44.317856,45.858412,61.192319
6,428,0,0,4020,4916,0.817738,9.392523,11.485981,111.074,0.259519,3.853287,0.022594,36.192088,44.258782,46.095396,61.508544
6,428,0,0,4103,4964,0.826551,9.586449,11.598131,111.359,0.260185,3.843425,0.022433,36.844799,44.57655,45.977424,61.351126
6,428,0,0,4013,4920,0.81565,9.376168,11.495327,111.138,0.259668,3.851068,0.022589,36.108262,44.269287,46.068851,61.473124
7,367,0,0,3244,4006,0.809785,8.839237,10.915531,95.528,0.260294,3.841806,0.023846,33.95863,41.935349,53.596851,68.964073
7,367,0,0,3245,4013,0.808622,8.841962,10.934605,95.678,0.260703,3.835783,0.023842,33.915843,41.942766,53.512824,68.855954
7,367,0,0,3216,3997,0.804603,8.762943,10.891008,95.438,0.260049,3.845428,0.023877,33.697269,41.880593,53.647394,69.029108
7,367,0,0,3155,3971,0.79451,8.59673,10.820163,95.853,0.26118,3.828779,0.024138,32.914984,41.42802,53.415125,68.730243
7,367,0,0,3241,4013,0.807625,8.831063,10.934605,95.458,0.260104,3.844623,0.023787,33.952105,42.039431,53.636154,69.014645
8,321,0,0,2642,3318,0.796263,8.23053,10.336449,83.387,0.259773,3.849521,0.025132,31.683596,39.790375,61.400458,76.798542
8,321,0,0,2657,3338,0.795986,8.277259,10.398754,83.708,0.260773,3.834759,0.025077,31.741291,39.876714,61.165002,76.504038
8,321,0,0,2558,3274,0.781307,7.968847,10.199377,83.498,0.260118,3.844403,0.025503,30.635464,39.21052,61.318834,76.696448
8,321,0,0,2616,3326,0.78653,8.149533,10.361371,84.458,0.263109,3.800706,0.025393,30.973975,39.38052,60.621848,75.82467
8,321,0,0,2586,3311,0.781033,8.056075,10.314642,83.747,0.260894,3.832973,0.025294,30.878718,39.535745,61.136518,76.468411
9,286,0,0,2224,2835,0.78448,7.776224,9.912587,75.107,0.262612,3.807901,0.026493,29.611088,37.746149,68.169412,83.401015
9,286,0,0,2210,2826,0.782024,7.727273,9.881119,74.487,0.260444,3.839596,0.026358,29.669607,37.939506,68.736827,84.095211
9,286,0,0,2163,2808,0.770299,7.562937,9.818182,74.727,0.261283,3.827265,0.026612,28.945361,37.576779,68.516065,83.825123
9,286,0,0,2189,2818,0.776792,7.653846,9.853147,74.947,0.262052,3.81603,0.026596,29.207306,37.599904,68.314943,83.579063
9,286,0,0,2176,2802,0.776588,7.608392,9.797203,74.537,0.260619,3.837021,0.026601,29.193555,37.592068,68.690717,84.0388
10,257,0,0,1835,2413,0.760464,7.140078,9.389105,67.807,0.26384,3.790169,0.028101,27.062103,35.586296,75.508428,90.669105
10,257,0,0,1796,2388,0.752094,6.988327,9.291829,67.067,0.260961,3.831989,0.028085,26.779191,35.606185,76.341569,91.669525
10,257,0,0,1825,2424,0.752888,7.101167,9.431907,67.747,0.263607,3.793526,0.027948,26.938462,35.780182,75.575302,90.749406
10,257,0,0,1822,2411,0.755703,7.089494,9.381323,67.297,0.261856,3.818892,0.027912,27.074015,35.826263,76.080657,91.356227
10,257,0,0,1836,2432,0.754934,7.143969,9.463035,67.897,0.264191,3.785145,0.027918,27.040959,35.818961,75.408339,90.54892
11,234,0,0,1553,2105,0.737767,6.636752,8.995726,61.763,0.263944,3.788676,0.029341,25.144504,34.081894,82.897528,98.052232
11,234,0,0,1546,2102,0.73549,6.606838,8.982906,61.577,0.26315,3.80012,0.029294,25.106777,34.136122,83.147929,98.348409
11,234,0,0,1533,2084,0.735605,6.551282,8.905983,61.379,0.262303,3.812379,0.029452,24.975969,33.952981,83.416152,98.665667
11,234,0,0,1489,2084,0.714491,6.363248,8.905983,61.987,0.264902,3.774985,0.029744,24.021166,33.619953,82.597964,97.697904
11,234,0,0,1556,2112,0.736742,6.649573,9.025641,61.747,0.263876,3.789658,0.029236,25.199605,34.204091,82.919008,98.077639
12,215,0,0,1433,1886,0.759809,6.665116,8.772093,56.471,0.262656,3.807264,0.029942,25.375857,33.397673,90.666006,105.895061
12,215,0,0,1380,1859,0.742335,6.418605,8.646512,56.207,0.261428,3.825146,0.030235,24.552102,33.074172,91.091857,106.392442
12,215,0,0,1362,1871,0.727953,6.334884,8.702326,57.097,0.265567,3.765522,0.030517,23.854143,32.768797,89.671962,104.734049
12,215,0,0,1364,1859,0.733728,6.344186,8.646512,56.577,0.263149,3.800131,0.030434,24.108737,32.857875,90.496138,105.696661
12,215,0,0,1397,1867,0.748259,6.497674,8.683721,56.693,0.263688,3.792355,0.030366,24.64149,32.931755,90.310973,105.480394
13,198,0,0,1189,1644,0.723236,6.005051,8.30303,52.148,0.263374,3.796886,0.03172,22.800491,31.525658,98.182097,113.36964
13,198,0,0,1247,1686,0.73962,6.29798,8.515152,53.202,0.268697,3.721665,0.031555,23.438968,31.690538,96.236984,111.123642
13,198,0,0,1228,1662,0.738869,6.20202,8.393939,52.546,0.265384,3.768127,0.031616,23.37,31.629429,97.438435,112.510943
13,198,0,0,1260,1666,0.756303,6.363636,8.414141,52.113,0.263197,3.799436,0.03128,24.178228,31.96899,98.248038,113.445781
13,198,0,0,1233,1646,0.749089,6.227273,8.313131,51.793,0.261581,3.82291,0.031466,23.806306,31.780356,98.855058,114.146699
14,184,0,0,1092,1477,0.739336,5.934783,8.027174,48.376,0.262913,3.803539,0.032753,22.573177,30.531669,105.837605,121.051761
14,184,0,0,1121,1498,0.748331,6.092391,8.141304,48.742,0.264902,3.774978,0.032538,22.998646,30.733249,105.042879,120.142793
14,184,0,0,1053,1482,0.710526,5.722826,8.054348,48.756,0.264978,3.773894,0.032899,21.597342,30.396259,105.012716,120.108294
14,184,0,0,1070,1482,0.721997,5.815217,8.054348,48.476,0.263457,3.795693,0.03271,22.072778,30.571829,105.619276,120.802046
14,184,0,0,1071,1486,0.720727,5.820652,8.076087,48.576,0.264,3.787879,0.032689,22.047925,30.591238,105.401845,120.55336
15,172,0,0,881,1346,0.654532,5.122093,7.825581,46.753,0.27182,3.678908,0.034735,18.843711,28.789596,109.511689,124.227322
15,172,0,0,894,1319,0.677786,5.197674,7.668605,45.538,0.264756,3.777065,0.034525,19.631956,28.964821,112.433572,127.541833
15,172,0,0,881,1307,0.674063,5.122093,7.598837,45.171,0.262622,3.807753,0.034561,19.503664,28.934493,113.347059,128.57807
15,172,0,0,870,1325,0.656604,5.05814,7.703488,45.865,0.266657,3.750136,0.034615,18.968713,28.889131,111.631963,126.632508
15,172,0,0,870,1327,0.655614,5.05814,7.715116,45.866,0.266663,3.750055,0.034564,18.968299,28.932107,111.629529,126.629748
16,161,0,0,935,1234,0.757699,5.807453,7.664596,42.715,0.265311,3.769168,0.034615,21.889266,28.889149,119.864216,134.940887
16,161,0,0,881,1214,0.7257,5.47205,7.540373,42.222,0.262248,3.813178,0.034779,20.865899,28.752783,121.263796,136.516508
16,161,0,0,911,1230,0.74065,5.658385,7.639752,42.852,0.266161,3.757118,0.034839,21.259218,28.703444,119.481004,134.509474
16,161,0,0,902,1236,0.729773,5.602484,7.677019,42.896,0.266435,3.753264,0.034706,21.027602,28.813875,119.358448,134.371503
16,161,0,0,912,1226,0.743883,5.664596,7.614907,42.456,0.263702,3.792161,0.03463,21.481063,28.876955,120.59544,135.764085
