payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
1,2690,0,0,24520,33043,0.742063,9.115242,12.283643,698.274,0.259581,3.852356,0.021132,35.115155,47.320966,7.701848,23.111272
1,2690,0,0,24825,33149,0.748891,9.228625,12.323048,699.588,0.26007,3.84512,0.021104,35.485171,47.383603,7.687382,23.067863
1,2690,1,0.000372,24592,33150,0.74184,9.13861,12.318841,699.054,0.259775,3.849488,0.021088,35.17897,47.421229,7.693254,23.085484
1,2690,2,0.000743,24618,33146,0.742714,9.144874,12.312779,700.037,0.260043,3.845511,0.02112,35.166713,47.348926,7.682451,23.053067
1,2690,4,0.001485,24677,32581,0.757405,9.159985,12.093912,703.908,0.261287,3.827205,0.021605,35.057138,46.285878,7.640203,22.926292
2,1359,0,0,10659,15252,0.698859,7.843267,11.222958,353.586,0.260181,3.843478,0.023183,30.145424,43.135192,15.209878,30.58379
2,1359,0,0,10758,15279,0.704104,7.916115,11.242826,353.626,0.26021,3.843043,0.023145,30.421971,43.206665,15.208158,30.580331
2,1359,0,0,11271,15626,0.721298,8.293598,11.49816,353.567,0.260167,3.843685,0.022627,31.877975,44.195301,15.210696,30.585434
2,1365,2,0.001463,9949,14657,0.678788,7.277981,10.722019,359.257,0.262807,3.805075,0.024511,27.693267,40.798092,14.969785,30.167819
2,1367,5,0.003644,11491,15894,0.722977,8.375364,11.584548,358.697,0.261441,3.824955,0.022568,32.035395,44.310379,14.993156,30.23722
3,1029,6,0.005797,6991,10742,0.65081,6.754589,10.378744,274.514,0.265231,3.7703,0.025555,25.466825,39.130973,19.590986,34.584757
3,1032,3,0.002899,7520,11286,0.666312,7.2657,10.904348,272.004,0.262806,3.805091,0.024101,27.646652,41.492037,19.771768,34.948015
3,1033,5,0.004817,7866,11533,0.682043,7.578035,11.11079,275.934,0.265832,3.761769,0.023926,28.506817,41.796227,19.490168,34.464763
3,1034,5,0.004812,7329,11054,0.663018,7.053898,10.639076,274.78,0.264466,3.781207,0.024858,26.672247,40.228546,19.572021,34.624063
3,1034,6,0.005769,6981,10751,0.649335,6.7125,10.3375,278.224,0.267523,3.737995,0.025879,25.091293,38.641526,19.329749,34.195468
4,694,0,0,4403,7116,0.618746,6.34438,10.253602,181.107,0.260961,3.831989,0.025451,24.311595,39.291689,29.695153,45.023108
4,694,0,0,4547,7236,0.628386,6.551873,10.426513,181.921,0.262134,3.814843,0.025141,24.994366,39.775507,29.562283,44.821653
4,694,0,0,4574,7233,0.632379,6.590778,10.42219,181.341,0.261298,3.827044,0.025071,25.223198,39.886181,29.656834,44.965011
4,698,2,0.002857,4424,7080,0.624859,6.32,10.114286,189.077,0.27011,3.702195,0.026706,23.397875,37.445062,28.443438,43.209909
4,698,3,0.00428,4308,7081,0.608389,6.145506,10.101284,193.412,0.275909,3.624387,0.027314,22.273696,36.610965,27.805927,42.241433
5,692,0,0,4311,6987,0.617003,6.229769,10.096821,182.651,0.263947,3.788646,0.026142,23.602389,38.253281,29.444131,44.598716
5,694,1,0.001439,4393,7064,0.621886,6.320863,10.164029,184.931,0.266088,3.758158,0.026179,23.754806,38.198031,29.081117,44.092121
5,697,7,0.009943,4849,7409,0.654474,6.887784,10.524148,186.947,0.26555,3.765773,0.025232,25.937833,39.631553,28.767512,43.680829
5,704,18,0.024931,4411,7145,0.617355,6.109418,9.896122,200.451,0.277633,3.601878,0.028055,22.005378,35.644621,26.829499,40.877821
5,710,26,0.035326,4962,7633,0.650072,6.741848,10.370924,207.362,0.281742,3.549348,0.027167,23.929167,36.810023,25.935321,39.631176
6,527,0,0,2714,4947,0.548615,5.149905,9.387097,137.9,0.26167,3.82161,0.027875,19.680928,35.873822,38.999275,54.285714
6,527,0,0,2879,5059,0.569085,5.462998,9.59962,138.91,0.263586,3.793823,0.027458,20.72565,36.419264,38.715715,53.891009
6,527,0,0,2883,5071,0.568527,5.470588,9.622391,139.62,0.264934,3.774531,0.027533,20.648904,36.320011,38.518837,53.61696
6,530,5,0.009346,2873,5140,0.558949,5.370093,9.607477,148.53,0.277626,3.601966,0.028897,19.342894,34.605804,36.208173,50.481384
6,531,9,0.016667,2742,5196,0.527714,5.077778,9.622222,158.821,0.294113,3.400054,0.030566,17.264719,32.716077,33.862021,47.235567
7,527,2,0.003781,3207,5263,0.609348,6.062382,9.94896,140.709,0.265991,3.759532,0.026736,22.791719,37.403435,38.220725,53.201998
7,528,3,0.00565,3182,5355,0.594211,5.992467,10.084746,143.63,0.27049,3.696999,0.026822,22.154146,37.283297,37.443431,52.14788
7,531,11,0.020295,3338,5471,0.610126,6.158672,10.094096,147.72,0.272546,3.669104,0.027001,22.596805,37.036285,36.406715,50.785269
7,533,10,0.018416,3239,5400,0.599815,5.965009,9.944751,149.48,0.275285,3.632593,0.027681,21.668451,36.125234,35.978057,50.240835
7,536,16,0.028986,3405,5607,0.607277,6.168478,10.157609,157.27,0.284909,3.509887,0.028049,21.650664,35.652063,34.195969,47.828575
8,361,0,0,1502,3126,0.480486,4.160665,8.65928,98.119,0.271798,3.679206,0.031388,15.307942,31.859273,54.810995,69.527818
8,361,0,0,1523,3284,0.463764,4.218837,9.096953,104.929,0.290662,3.440422,0.031952,14.514577,31.297353,51.253705,65.015391
8,361,0,0,1544,3133,0.492818,4.277008,8.67867,97.769,0.270828,3.692377,0.031206,15.792327,32.044922,55.007211,69.776719
8,369,12,0.031496,1686,3627,0.464847,4.425197,9.519685,124.984,0.328042,3.04839,0.034459,13.489727,29.019715,43.029508,54.839019
8,373,27,0.0675,1741,3871,0.449755,4.3525,9.6775,139.129,0.347822,2.87503,0.035941,12.513567,27.823099,38.654774,49.378634
9,360,1,0.00277,1548,3233,0.478812,4.288089,8.955679,102.479,0.283875,3.522673,0.031698,15.105534,31.547927,52.479044,66.530704
9,361,2,0.00551,1575,3270,0.481651,4.338843,9.008264,105.103,0.28954,3.453755,0.032142,14.9853,31.112337,51.168853,64.907757
9,362,4,0.010929,1614,3323,0.485706,4.409836,9.079235,106.882,0.292027,3.424337,0.032164,15.100765,31.090361,50.317172,63.864823
9,363,7,0.018919,1591,3381,0.470571,4.3,9.137838,110.553,0.298792,3.346811,0.032698,14.391287,30.582616,48.646351,61.780323
9,366,11,0.029178,1677,3506,0.478323,4.448276,9.299735,120.479,0.319573,3.129176,0.034364,13.919438,29.100507,44.638485,56.78998
10,361,10,0.026954,1688,3568,0.473094,4.549865,9.617251,116.901,0.315097,3.173626,0.032764,14.439569,30.521552,46.004739,58.357071
10,361,4,0.010959,1629,3444,0.472997,4.463014,9.435616,108.544,0.297381,3.362692,0.031517,15.007739,31.729068,49.546728,62.850088
10,362,7,0.01897,1580,3520,0.448864,4.281843,9.539295,116.231,0.314989,3.174712,0.03302,13.59362,30.28452,46.269928,58.727878
10,365,18,0.046997,1677,3704,0.452754,4.37859,9.671018,127.925,0.334008,2.993942,0.034537,13.109244,28.954466,42.040258,53.453195
10,372,29,0.072319,1681,3841,0.437646,4.19202,9.578554,140.22,0.349676,2.859792,0.036506,11.988304,27.392669,38.354015,48.965911
11,361,3,0.008242,1831,3438,0.532577,5.03022,9.445055,103.119,0.283294,3.529902,0.029994,17.756185,33.340122,52.153337,66.156576
11,363,7,0.018919,1698,3468,0.489619,4.589189,9.372973,108.104,0.292173,3.42263,0.031172,15.707097,32.080219,49.74839,63.179901
11,363,8,0.021563,1808,3498,0.516867,4.873315,9.428571,109.634,0.295509,3.383987,0.031342,16.491234,31.90616,49.054126,62.298192
11,365,15,0.039474,1733,3588,0.482999,4.560526,9.442105,118.12,0.310842,3.217067,0.032921,14.67152,30.375889,45.52997,57.890281
11,368,25,0.063613,1727,3849,0.448688,4.394402,9.793893,133.492,0.339674,2.943997,0.034682,12.937105,28.833189,40.287058,51.313936
12,372,22,0.055838,2243,4000,0.56075,5.692893,10.152284,124.99,0.317234,3.152252,0.031247,17.945436,32.00256,43.027442,54.932395
12,374,33,0.081081,1866,4110,0.454015,4.584767,10.09828,145.391,0.357226,2.799348,0.035375,12.834357,28.2686,36.98991,47.279405
12,374,33,0.081081,1912,4128,0.463178,4.697789,10.142506,142.919,0.351152,2.847767,0.034622,13.378207,28.883493,37.629706,48.097174
12,375,44,0.105012,1923,4330,0.444111,4.589499,10.334129,147.516,0.352067,2.84037,0.034068,13.035874,29.352748,36.457062,46.625451
12,380,40,0.095238,1974,4174,0.472928,4.7,9.938095,141.999,0.338093,2.957767,0.03402,13.901506,29.394573,37.873506,48.577807
13,372,57,0.132867,2020,4620,0.437229,4.708625,10.769231,165.161,0.384991,2.597466,0.035749,12.23049,27.972705,32.562167,41.571557
13,376,65,0.147392,1952,4621,0.422419,4.426304,10.478458,172.211,0.390501,2.560812,0.037267,11.334932,26.833361,31.229132,39.962604
13,378,63,0.142857,2041,4741,0.4305,4.628118,10.750567,171.401,0.388664,2.572914,0.036153,11.907748,27.660282,31.376713,40.198132
13,384,74,0.161572,2068,4889,0.42299,4.515284,10.674672,177.098,0.386677,2.586139,0.036224,11.677151,27.606184,30.367367,39.040531
13,397,74,0.157113,2514,4950,0.507879,5.33758,10.509554,172.601,0.366456,2.728837,0.034869,14.565385,28.67886,31.158568,40.358978
14,380,79,0.172113,2211,5073,0.435837,4.816993,11.052288,192.981,0.420438,2.378472,0.038041,11.457086,26.287562,27.868028,35.744452
14,382,72,0.15859,2372,4964,0.47784,5.22467,10.933921,172.89,0.380815,2.625947,0.034829,13.719706,28.711898,31.106484,39.944473
14,383,93,0.195378,2208,5226,0.422503,4.638655,10.978992,191.601,0.402523,2.484329,0.036663,11.523948,27.275432,28.068747,36.06453
