payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
14,386,84,0.178723,2390,5092,0.469364,5.085106,10.834043,184.931,0.39347,2.541488,0.036318,12.923739,27.534594,29.081117,37.430177
14,393,89,0.184647,2460,5189,0.47408,5.103734,10.76556,194.101,0.402699,2.483243,0.037406,12.673814,26.733505,27.707225,35.806101
15,395,124,0.238921,2551,5831,0.437489,4.915222,11.235067,227.092,0.437557,2.285417,0.038946,11.233333,25.676818,23.682032,30.639565
15,395,124,0.238921,2551,5831,0.437489,4.915222,11.235067,227.092,0.437557,2.285417,0.038946,11.233333,25.676818,23.682032,30.639565
15,397,146,0.268877,2489,6225,0.399839,4.583794,11.464088,282.899,0.520993,1.919413,0.045446,8.798193,22.00432,19.010318,24.623629
15,409,82,0.167006,3073,5119,0.600313,6.258656,10.425662,174.936,0.356285,2.806741,0.034174,17.566424,29.26213,30.742672,40.094663
15,424,147,0.257443,2868,6101,0.470087,5.022767,10.684764,244.442,0.428095,2.335932,0.040066,11.732845,24.958886,22.001129,28.93938
16,194,27,0.122172,748,2165,0.345497,3.384615,9.79638,97.887,0.442928,2.257705,0.045213,7.641464,22.117339,54.940901,62.868409
16,194,33,0.145374,752,2406,0.312552,3.312775,10.599119,108.478,0.477877,2.09259,0.045086,6.932281,22.179612,49.576873,56.730397
16,194,37,0.160173,809,2402,0.336803,3.502165,10.398268,110.247,0.47726,2.095295,0.045898,7.338068,21.787441,48.781373,55.820113
16,194,55,0.220884,728,2692,0.270431,2.923695,10.811245,142.54,0.57245,1.746878,0.052949,5.107338,18.885927,37.72976,43.173846
16,194,56,0.224,752,2787,0.269824,3.008,11.148,139.019,0.556076,1.798315,0.049881,5.409333,20.047619,38.68536,44.26733
