payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
1,2561,0,0,32089,36860,0.870564,12.529871,14.392815,663.046,0.258901,3.862477,0.017988,48.396341,55.59192,7.721938,23.171846
1,2561,0,0,32593,37066,0.879323,12.726669,14.473253,663.997,0.259273,3.856945,0.017914,49.086065,55.822541,7.710878,23.138659
1,2561,0,0,32754,37096,0.882952,12.789535,14.484967,663.066,0.258909,3.862361,0.017874,49.397798,55.946165,7.721705,23.171147
1,2561,0,0,32462,36965,0.878182,12.675517,14.433815,663.216,0.258968,3.861487,0.017942,48.946346,55.735989,7.719959,23.165907
1,2561,0,0,32381,36880,0.87801,12.643889,14.400625,662.546,0.258706,3.865392,0.017965,48.873588,55.66406,7.727765,23.189333
2,1281,2,0.001559,14628,17448,0.838377,11.401403,13.599376,332.624,0.259255,3.857208,0.019064,43.977584,52.455626,15.392756,30.797537
2,1281,0,0,14410,17248,0.835459,11.249024,13.464481,331.945,0.25913,3.859073,0.019245,43.410806,51.960415,15.424242,30.860534
2,1281,0,0,14751,17469,0.84441,11.515222,13.637002,332.305,0.259411,3.854892,0.019023,44.389943,52.569176,15.407532,30.827102
2,1281,2,0.001559,14331,17190,0.833682,11.169914,13.398285,337.385,0.262966,3.802777,0.019627,42.476696,50.950694,15.175541,30.362938
2,1281,0,0,14650,17457,0.839205,11.436378,13.627635,332.266,0.25938,3.855345,0.019033,44.09118,52.539231,15.409341,30.83072
3,855,0,0,8924,10970,0.813491,10.437427,12.830409,222.793,0.260577,3.837643,0.020309,40.055118,49.238531,22.980973,38.331545
3,855,0,0,8888,10943,0.812209,10.395322,12.79883,221.622,0.259207,3.85792,0.020252,40.104322,49.376867,23.1024,38.534081
3,855,0,0,8968,11035,0.812687,10.488889,12.906433,222.028,0.259682,3.850866,0.02012,40.391302,49.700939,23.060155,38.463617
3,855,0,0,8953,10986,0.814946,10.471345,12.849123,221.922,0.259558,3.852705,0.0202,40.343003,49.50388,23.071169,38.481989
3,855,0,0,8820,10890,0.809917,10.315789,12.736842,222.042,0.259698,3.850623,0.02039,39.722215,49.044775,23.058701,38.461192
4,641,0,0,6110,7759,0.787473,9.531981,12.104524,167.88,0.261903,3.818203,0.021637,36.395044,46.217536,30.497975,45.770789
4,641,0,0,6131,7750,0.791097,9.564743,12.090484,167.03,0.260577,3.837634,0.021552,36.705981,46.398851,30.653176,46.003712
4,641,0,0,5894,7624,0.773085,9.195008,11.893916,166.726,0.260103,3.844631,0.021869,35.351415,45.727721,30.709068,46.087593
4,641,0,0,6023,7696,0.782614,9.396256,12.00624,167.101,0.260688,3.836003,0.021713,36.044069,46.055978,30.640152,45.984165
4,641,0,0,6085,7755,0.784655,9.49298,12.098284,166.87,0.260328,3.841314,0.021518,36.465512,46.473303,30.682567,46.047822
5,513,0,0,4274,5706,0.749036,8.331384,11.122807,133.349,0.25994,3.847048,0.02337,32.051234,42.789972,38.395489,53.78368
5,513,0,0,4233,5694,0.743414,8.251462,11.099415,133.579,0.260388,3.840424,0.02346,31.689113,42.626461,38.329378,53.691074
5,513,0,0,4287,5744,0.746344,8.356725,11.196881,133.869,0.260953,3.832105,0.023306,32.023844,42.907619,38.246345,53.574763
5,513,0,0,4232,5714,0.740637,8.249513,11.138402,133.715,0.260653,3.836518,0.023401,31.649404,42.732678,38.290394,53.636466
5,513,0,0,4242,5710,0.742907,8.269006,11.130604,133.749,0.260719,3.835543,0.023424,31.716125,42.691908,38.28066,53.622831
6,428,0,0,3143,4454,0.705658,7.343458,10.406542,111.778,0.261164,3.829018,0.025096,28.118234,39.846839,45.805078,61.121151
6,428,0,0,3236,4496,0.719751,7.560748,10.504673,111.268,0.259972,3.846569,0.024748,29.082935,40.406945,46.015027,61.401301
6,428,0,0,3158,4456,0.708707,7.378505,10.411215,112.059,0.26182,3.819417,0.025148,28.181583,39.764767,45.690217,60.967883
6,428,0,0,3170,4450,0.71236,7.406542,10.397196,111.511,0.26054,3.838186,0.025059,28.427689,39.906377,45.914753,61.267498
6,428,0,0,3235,4487,0.720972,7.558411,10.483645,111.329,0.260114,3.844461,0.024811,29.058017,40.303964,45.989814,61.367658
7,367,0,0,2596,3660,0.70929,7.073569,9.972752,95.828,0.261112,3.829778,0.026183,27.090203,38.19343,53.42906,68.748174
7,367,0,0,2618,3680,0.711413,7.133515,10.027248,95.728,0.260839,3.833779,0.026013,27.34832,38.442253,53.484874,68.81999
7,367,0,0,2556,3658,0.698742,6.964578,9.967302,96.138,0.261956,3.817429,0.026282,26.586782,38.049471,53.256777,68.526493
7,367,0,0,2600,3677,0.707098,7.084469,10.019074,96.014,0.261619,3.822359,0.026112,27.079384,38.296498,53.325557,68.614994
7,367,0,0,2590,3667,0.706299,7.057221,9.991826,96.393,0.262651,3.80733,0.026287,26.869171,38.042181,53.11589,68.345212
8,321,0,0,2044,3018,0.67727,6.367601,9.401869,83.937,0.261486,3.824297,0.027812,24.351597,35.955538,60.99813,76.295317
8,321,0,0,2043,3041,0.671818,6.364486,9.47352,84.417,0.262981,3.802552,0.02776,24.201286,36.02355,60.651291,75.861497
8,321,0,0,2026,3030,0.668647,6.311526,9.439252,84.537,0.263355,3.797154,0.0279,23.965837,35.842294,60.565196,75.753812
8,321,0,0,1972,2992,0.659091,6.143302,9.320872,83.827,0.261143,3.829315,0.028017,23.52464,35.692557,61.078173,76.395433
8,321,0,0,2035,3028,0.672061,6.339564,9.433022,83.827,0.261143,3.829315,0.027684,24.276188,36.122013,61.078173,76.395433
9,286,0,0,1198,2346,0.510656,4.188811,8.202797,75.673,0.264591,3.779419,0.032256,15.831274,31.00181,67.659535,82.777212
9,286,0,0,1288,2374,0.542544,4.503497,8.300699,75.467,0.263871,3.789736,0.031789,17.067062,31.457458,67.844223,83.003167
9,286,0,0,1606,2532,0.634281,5.615385,8.853147,75.097,0.262577,3.808408,0.029659,21.385675,33.716393,68.178489,83.41212
