payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
1, 2690, 0, 0.000000, 34761, 39388, 0.882528, 12.922305, 14.642379, 696.258000, 0.258832, 3.863510, 0.017677, 49.925459, 56.570984, 7.724148, 23.178190
1, 2690, 0, 0.000000, 34810, 39354, 0.884535, 12.940520, 14.629740, 696.109000, 0.258777, 3.864337, 0.017688, 50.006536, 56.534250, 7.725802, 23.183151
1, 2690, 0, 0.000000, 34812, 39412, 0.883284, 12.941264, 14.651301, 696.544000, 0.258938, 3.861924, 0.017673, 49.978178, 56.582212, 7.720977, 23.168673
1, 2690, 0, 0.000000, 34867, 39405, 0.884837, 12.961710, 14.648699, 696.008000, 0.258739, 3.864898, 0.017663, 50.095689, 56.615729, 7.726923, 23.186515
1, 2690, 0, 0.000000, 34911, 39375, 0.886629, 12.978067, 14.637546, 695.768000, 0.258650, 3.866231, 0.017670, 50.176208, 56.592140, 7.729588, 23.194513
10, 360, 0, 0.000000, 3023, 3852, 0.784787, 8.397222, 10.700000, 93.938000, 0.260939, 3.832315, 0.024387, 32.180800, 41.005770, 57.250527, 72.579787
10, 360, 0, 0.000000, 3044, 3855, 0.789624, 8.455556, 10.708333, 93.440000, 0.259556, 3.852740, 0.024239, 32.577055, 41.256421, 57.555651, 72.966610
10, 360, 0, 0.000000, 3058, 3890, 0.786118, 8.494444, 10.805556, 94.178000, 0.261606, 3.822549, 0.024210, 32.470428, 41.304763, 57.104632, 72.394827
10, 360, 0, 0.000000, 3082, 3890, 0.792288, 8.561111, 10.805556, 94.389000, 0.262192, 3.814004, 0.024265, 32.652110, 41.212429, 56.976978, 72.232993
10, 363, 5, 0.013587, 3163, 3998, 0.791146, 8.595109, 10.864130, 98.198000, 0.266842, 3.747530, 0.024562, 32.210432, 40.713660, 54.766900, 69.553351
11, 360, 0, 0.000000, 3147, 3930, 0.800763, 8.741667, 10.916667, 94.088000, 0.261356, 3.826205, 0.023941, 33.447411, 41.769407, 57.159255, 72.464076
11, 360, 0, 0.000000, 3164, 3926, 0.805909, 8.788889, 10.905556, 93.569000, 0.259914, 3.847428, 0.023833, 33.814618, 41.958341, 57.476301, 72.866013
11, 360, 0, 0.000000, 3200, 3965, 0.807062, 8.888889, 11.013889, 93.769000, 0.260469, 3.839222, 0.023649, 34.126417, 42.284764, 57.353710, 72.710597
11, 362, 3, 0.008219, 3238, 4045, 0.800494, 8.871233, 11.082192, 97.988000, 0.268460, 3.724946, 0.024224, 33.044863, 41.280565, 54.884272, 69.661591
11, 362, 3, 0.008219, 3262, 4019, 0.811645, 8.936986, 11.010959, 96.218000, 0.263611, 3.793469, 0.023941, 33.902180, 41.769731, 55.893908, 70.943067
12, 363, 4, 0.010899, 3317, 4064, 0.816191, 9.038147, 11.073569, 101.214000, 0.275787, 3.625981, 0.024905, 32.772146, 40.152548, 53.134942, 67.480783
12, 363, 4, 0.010899, 3346, 4068, 0.822517, 9.117166, 11.084469, 99.448000, 0.270975, 3.690371, 0.024446, 33.645724, 40.905800, 54.078513, 68.679109
12, 364, 6, 0.016216, 3320, 4110, 0.807786, 8.972973, 11.108108, 106.159000, 0.286916, 3.485338, 0.025829, 31.273844, 38.715512, 50.659859, 64.375135
12, 366, 8, 0.021390, 3378, 4146, 0.814761, 9.032086, 11.085561, 104.315000, 0.278917, 3.585295, 0.025160, 32.382687, 39.745003, 51.555385, 65.589800
12, 373, 19, 0.048469, 3480, 4284, 0.812325, 8.877551, 10.928571, 110.919000, 0.282957, 3.534110, 0.025891, 31.374246, 38.622779, 48.485832, 61.937089
13, 360, 0, 0.000000, 3227, 3985, 0.809787, 8.963889, 11.069444, 94.614000, 0.262817, 3.804934, 0.023743, 34.107003, 42.118503, 56.841482, 72.061217
13, 360, 0, 0.000000, 3258, 3962, 0.822312, 9.050000, 11.005556, 94.198000, 0.261661, 3.821737, 0.023775, 34.586722, 42.060341, 57.092507, 72.379456
13, 362, 3, 0.008219, 3329, 4073, 0.817334, 9.120548, 11.158904, 98.198000, 0.269036, 3.716980, 0.024110, 33.900894, 41.477423, 54.766900, 69.512617
13, 362, 3, 0.008219, 3361, 4076, 0.824583, 9.208219, 11.167123, 98.688000, 0.270378, 3.698525, 0.024212, 34.056826, 41.301881, 54.494974, 69.167477
13, 367, 10, 0.026525, 3397, 4168, 0.815019, 9.010610, 11.055703, 104.269000, 0.276576, 3.615648, 0.025017, 32.579194, 39.973530, 51.578130, 65.657098
14, 359, 0, 0.000000, 3226, 3882, 0.831015, 8.986072, 10.813370, 93.758000, 0.261164, 3.829007, 0.024152, 34.407731, 41.404467, 57.360439, 72.676465
14, 361, 3, 0.008242, 3210, 3986, 0.805319, 8.818681, 10.950549, 97.228000, 0.267110, 3.743778, 0.024392, 33.015181, 40.996421, 55.313284, 70.164973
